"year";"vars";"values";"var_names"
2001;"alt_5";100,911393091857;"Vaihtoehtoiset"
2002;"alt_5";99,8618943660614;"Vaihtoehtoiset"
2003;"alt_5";99,1481290936489;"Vaihtoehtoiset"
2004;"alt_5";101,02029271328;"Vaihtoehtoiset"
2005;"alt_5";99,0427135612926;"Vaihtoehtoiset"
2006;"alt_5";100,276298039254;"Vaihtoehtoiset"
2007;"alt_5";100;"Vaihtoehtoiset"
2008;"alt_5";94,5841472185461;"Vaihtoehtoiset"
2009;"alt_5";90,0068841160529;"Vaihtoehtoiset"
2010;"alt_5";93,7620892089499;"Vaihtoehtoiset"
2011;"alt_5";95,3129679296358;"Vaihtoehtoiset"
2012;"alt_5";91,7242461892414;"Vaihtoehtoiset"
2013;"alt_5";90,995580881;"Vaihtoehtoiset"
2014;"alt_5";89,4488316190785;"Vaihtoehtoiset"
2015;"alt_5";89,5861867416706;"Vaihtoehtoiset"
2016;"alt_5";94,1574577341741;"Vaihtoehtoiset"
2017;"alt_5";97,523001963714;"Vaihtoehtoiset"
2018;"alt_5";94,6100999553826;"Vaihtoehtoiset"
2000;"alt_6";99,4616016263346;"Vaihtoehtoiset"
2001;"alt_6";100,906771716359;"Vaihtoehtoiset"
2002;"alt_6";99,7963130609995;"Vaihtoehtoiset"
2003;"alt_6";99,1652443501945;"Vaihtoehtoiset"
2004;"alt_6";101,065335318269;"Vaihtoehtoiset"
2005;"alt_6";99,0514217447989;"Vaihtoehtoiset"
2006;"alt_6";100,022791479755;"Vaihtoehtoiset"
2007;"alt_6";100;"Vaihtoehtoiset"
2008;"alt_6";94,0675241457232;"Vaihtoehtoiset"
2009;"alt_6";88,5687475803506;"Vaihtoehtoiset"
2010;"alt_6";92,5405297744759;"Vaihtoehtoiset"
2011;"alt_6";93,9019700339264;"Vaihtoehtoiset"
2012;"alt_6";90,2297307241652;"Vaihtoehtoiset"
2013;"alt_6";89,2142702601256;"Vaihtoehtoiset"
2014;"alt_6";87,8256715428676;"Vaihtoehtoiset"
2015;"alt_6";87,9125491716771;"Vaihtoehtoiset"
2016;"alt_6";92,538657110126;"Vaihtoehtoiset"
2017;"alt_6";95,3888262566427;"Vaihtoehtoiset"
2018;"alt_6";92,615367351051;"Vaihtoehtoiset"
2000;"alt_7";99,3574986473868;"Vaihtoehtoiset"
2001;"alt_7";100,838027600233;"Vaihtoehtoiset"
2002;"alt_7";99,7654941982783;"Vaihtoehtoiset"
2003;"alt_7";99,0563577779769;"Vaihtoehtoiset"
2004;"alt_7";101,133816625934;"Vaihtoehtoiset"
2005;"alt_7";99,0657831531793;"Vaihtoehtoiset"
2006;"alt_7";100,164400145087;"Vaihtoehtoiset"
2007;"alt_7";100;"Vaihtoehtoiset"
2008;"alt_7";95,1306017995523;"Vaihtoehtoiset"
2009;"alt_7";92,2114489784174;"Vaihtoehtoiset"
2010;"alt_7";95,2796976717416;"Vaihtoehtoiset"
2011;"alt_7";97,1508580772692;"Vaihtoehtoiset"
2012;"alt_7";94,6969977363861;"Vaihtoehtoiset"
2013;"alt_7";94,951217694661;"Vaihtoehtoiset"
2014;"alt_7";93,1219937817831;"Vaihtoehtoiset"
2015;"alt_7";92,8163059243888;"Vaihtoehtoiset"
2016;"alt_7";97,5697959436942;"Vaihtoehtoiset"
2017;"alt_7";101,722005910439;"Vaihtoehtoiset"
2018;"alt_7";99,1234262768204;"Vaihtoehtoiset"
2000;"alt_8";99,4375083485295;"Vaihtoehtoiset"
2001;"alt_8";100,911286765429;"Vaihtoehtoiset"
2002;"alt_8";99,7924850830027;"Vaihtoehtoiset"
2003;"alt_8";99,1868648094177;"Vaihtoehtoiset"
2004;"alt_8";101,060682697608;"Vaihtoehtoiset"
2005;"alt_8";99,0450187115154;"Vaihtoehtoiset"
2006;"alt_8";100,028185446579;"Vaihtoehtoiset"
2007;"alt_8";100;"Vaihtoehtoiset"
2008;"alt_8";94,0699033369651;"Vaihtoehtoiset"
2009;"alt_8";88,7064037599297;"Vaihtoehtoiset"
2010;"alt_8";92,6048070263742;"Vaihtoehtoiset"
